"ID","Handle","Title","Tags","Tags Command","Variant Inventory Item ID","Variant ID","Variant Command","Variant Position","Variant SKU","Variant Price","Variant Compare At Price","Variant Inventory Qty","Variant Inventory Adjust","Variant Metafield: custom.contains_pfas [boolean]"
"7617831403769","sandhamn-21","Sandhamn 21 Fishing Hat","hats","REPLACE","44837234737401","42741633810681","MERGE","23","70021-100-0015","42.99","","0","0",""
"7617831403769","sandhamn-21","Sandhamn 21 Fishing Hat","hats","REPLACE","44837234770169","42741633843449","MERGE","24","70021-100-0016","42.99","","0","0",""
"7617831862521","zenith-282-hooded-parkas","Kid's Zenith 282 Jacket","kids, Sale, Sale 2, tag__hot_Sale","REPLACE","44837237883129","42741636956409","MERGE","1","10017-410-0031","79.99","","0","0",""
"7617831862521","zenith-282-hooded-parkas","Kid's Zenith 282 Jacket","kids, Sale, Sale 2, tag__hot_Sale","REPLACE","44837237915897","42741636989177","MERGE","2","10017-410-0032","79.99","","0","0",""
"7617831862521","zenith-282-hooded-parkas","Kid's Zenith 282 Jacket","kids, Sale, Sale 2, tag__hot_Sale","REPLACE","44837238046969","42741637120249","MERGE","3","10017-800-0031","79.99","","0","0",""
"7617831862521","zenith-282-hooded-parkas","Kid's Zenith 282 Jacket","kids, Sale, Sale 2, tag__hot_Sale","REPLACE","44837238079737","42741637153017","MERGE","4","10017-800-0032","79.99","","20","0",""
"7617833599225","sedna-462-hooded-jacket","Women's Sedna 462 Jacket","mens, mens-jackets","REPLACE","44837255348473","42741654421753","MERGE","1","10064-800-0012","204.99","","2","0",""
"7617833599225","sedna-462-hooded-jacket","Women's Sedna 462 Jacket","mens, mens-jackets","REPLACE","44837255381241","42741654454521","MERGE","2","10064-800-0013","204.99","","3","0",""
"7617833599225","sedna-462-hooded-jacket","Women's Sedna 462 Jacket","mens, mens-jackets","REPLACE","44837255414009","42741654487289","MERGE","3","10064-800-0014","204.99","","15","0",""
"7617833599225","sedna-462-hooded-jacket","Women's Sedna 462 Jacket","mens, mens-jackets","REPLACE","44837255446777","42741654520057","MERGE","4","10064-800-0015","204.99","","3","0",""
"7617833599225","sedna-462-hooded-jacket","Women's Sedna 462 Jacket","mens, mens-jackets","REPLACE","44837255479545","42741654552825","MERGE","5","10064-800-0016","204.99","","2","0",""
"7617833599225","sedna-462-hooded-jacket","Women's Sedna 462 Jacket","mens, mens-jackets","REPLACE","44837255512313","42741654585593","MERGE","6","10064-800-0017","204.99","","1","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","44837230215417","42741629288697","MERGE","1","10053-800-0012","144.99","","1","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","44837230248185","42741629321465","MERGE","2","10053-800-0013","144.99","","1","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","44837230280953","42741629354233","MERGE","3","10053-800-0014","144.99","","3","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","44837230313721","42741629387001","MERGE","4","10053-800-0015","144.99","","4","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","44837230346489","42741629419769","MERGE","5","10053-800-0016","144.99","","3","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","44837230379257","42741629452537","MERGE","6","10053-800-0017","144.99","","12","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","44837230412025","42741629485305","MERGE","7","10053-800-0018","144.99","","5","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","44837230444793","42741629518073","MERGE","8","10053-800-0019","144.99","","1","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","44837230477561","42741629550841","MERGE","9","10053-800-0020","144.99","","2","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","44837230510329","42741629583609","MERGE","10","10053-100-0012","144.99","","2","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","44837230543097","42741629616377","MERGE","11","10053-100-0013","144.99","","11","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","44837230575865","42741629649145","MERGE","12","10053-100-0014","144.99","","4","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","44837230608633","42741629681913","MERGE","13","10053-100-0015","144.99","","3","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","44837230641401","42741629714681","MERGE","14","10053-100-0016","144.99","","3","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","44837230674169","42741629747449","MERGE","15","10053-100-0017","144.99","","13","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","44837230706937","42741629780217","MERGE","16","10053-100-0018","144.99","","12","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","44837230739705","42741629812985","MERGE","17","10053-100-0019","144.99","","7","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","44837230772473","42741629845753","MERGE","18","10053-100-0020","144.99","","0","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","44837230805241","42741629878521","MERGE","19","10053-700-0012","144.99","134.99","24","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","44837230838009","42741629911289","MERGE","20","10053-700-0013","144.99","134.99","0","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","45717141225721","43623460405497","MERGE","21","10053-700-0014","144.99","134.99","0","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","45717141520633","43623460700409","MERGE","22","10053-700-0015","144.99","134.99","0","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","45717141651705","43623460831481","MERGE","23","10053-700-0016","144.99","134.99","0","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","44837230969081","42741630042361","MERGE","24","10053-700-0017","144.99","134.99","63","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","44837231001849","42741630075129","MERGE","25","10053-700-0018","144.99","144.99","24","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","44837231034617","42741630107897","MERGE","26","10053-700-0019","144.99","144.99","55","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","44837231067385","42741630140665","MERGE","27","10053-700-0020","144.99","144.99","66","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","44837229920505","42741628993785","MERGE","28","10053-300-0012","144.99","134.99","7","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","45717138931961","43623458111737","MERGE","29","10053-300-0013","144.99","134.99","0","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","45717139063033","43623458242809","MERGE","30","10053-300-0014","144.99","134.99","0","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","45717139194105","43623458373881","MERGE","31","10053-300-0015","144.99","134.99","0","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","45717139947769","43623459127545","MERGE","32","10053-300-0016","144.99","134.99","0","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","45717140898041","43623460077817","MERGE","33","10053-300-0017","144.99","134.99","0","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","44837230117113","42741629190393","MERGE","34","10053-300-0018","144.99","144.99","22","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","44837230149881","42741629223161","MERGE","35","10053-300-0019","144.99","129.99","0","0",""
"7617830519033","clipper-82-parka","Clipper 82 Jacket","commercial, heavy, mens, mens-jackets, snap, waterproof","REPLACE","44837230182649","42741629255929","MERGE","36","10053-300-0020","144.99","129.99","28","0",""
"7617833664761","sedna-510-bib-trouser","Women's Sedna 510 Bib","","REPLACE","44837255676153","42741654749433","MERGE","1","10066-800-0012","174.99","","1","0",""
"7617833664761","sedna-510-bib-trouser","Women's Sedna 510 Bib","","REPLACE","44837255708921","42741654782201","MERGE","2","10066-800-0013","174.99","","3","0",""
"7617833664761","sedna-510-bib-trouser","Women's Sedna 510 Bib","","REPLACE","44837255741689","42741654814969","MERGE","3","10066-800-0014","174.99","","1","0",""
"7617833664761","sedna-510-bib-trouser","Women's Sedna 510 Bib","","REPLACE","44837255774457","42741654847737","MERGE","4","10066-800-0015","174.99","","0","0",""
"7617833664761","sedna-510-bib-trouser","Women's Sedna 510 Bib","","REPLACE","44837255807225","42741654880505","MERGE","5","10066-800-0016","174.99","","11","0",""
"7617833664761","sedna-510-bib-trouser","Women's Sedna 510 Bib","","REPLACE","44837255839993","42741654913273","MERGE","6","10066-800-0017","174.99","","9","0",""
"7617832386809","gage-weather-watch-pants","Weather Watch Fishing Pants","light, mens, mens-pants, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","44837243879673","42741642952953","MERGE","1","10020-730-0013","29.99","69.99","0","0",""
"7617832386809","gage-weather-watch-pants","Weather Watch Fishing Pants","light, mens, mens-pants, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","44837243912441","42741642985721","MERGE","2","10020-730-0014","29.99","69.99","0","0",""
"7617832386809","gage-weather-watch-pants","Weather Watch Fishing Pants","light, mens, mens-pants, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","44837243945209","42741643018489","MERGE","3","10020-730-0015","29.99","69.99","0","0",""
"7617832386809","gage-weather-watch-pants","Weather Watch Fishing Pants","light, mens, mens-pants, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","44837243977977","42741643051257","MERGE","4","10020-730-0016","29.99","69.99","0","0",""
"7617832386809","gage-weather-watch-pants","Weather Watch Fishing Pants","light, mens, mens-pants, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","44837244010745","42741643084025","MERGE","5","10020-730-0017","29.99","69.99","0","0",""
"7617832386809","gage-weather-watch-pants","Weather Watch Fishing Pants","light, mens, mens-pants, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","44837244043513","42741643116793","MERGE","6","10020-730-0018","29.99","69.99","0","0",""
"7617832386809","gage-weather-watch-pants","Weather Watch Fishing Pants","light, mens, mens-pants, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","44837244109049","42741643182329","MERGE","7","10020-730-0020","29.99","69.99","0","0",""
"7617832386809","gage-weather-watch-pants","Weather Watch Fishing Pants","light, mens, mens-pants, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","47377491558649","45286710182137","MERGE","8","10020-001-0013","29.99","69.99","0","0",""
"7617832386809","gage-weather-watch-pants","Weather Watch Fishing Pants","light, mens, mens-pants, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","47377491591417","45286710214905","MERGE","9","10020-001-0014","29.99","69.99","1","0",""
"7617832386809","gage-weather-watch-pants","Weather Watch Fishing Pants","light, mens, mens-pants, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","47377491624185","45286710247673","MERGE","10","10020-001-0015","29.99","69.99","0","0",""
"7617832386809","gage-weather-watch-pants","Weather Watch Fishing Pants","light, mens, mens-pants, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","47377491656953","45286710280441","MERGE","11","10020-001-0016","29.99","69.99","1","0",""
"7617832386809","gage-weather-watch-pants","Weather Watch Fishing Pants","light, mens, mens-pants, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","47377491689721","45286710313209","MERGE","12","10020-001-0017","29.99","69.99","0","0",""
"7617832386809","gage-weather-watch-pants","Weather Watch Fishing Pants","light, mens, mens-pants, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","47377491722489","45286710345977","MERGE","13","10020-001-0018","29.99","69.99","0","0",""
"7617832386809","gage-weather-watch-pants","Weather Watch Fishing Pants","light, mens, mens-pants, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","47377491755257","45286710378745","MERGE","14","10020-001-0020","29.99","69.99","0","0",""
"7617833697529","neptune-103-anorak-jacket","Neptune Anorak","commercial, hi-vis, medium, mens, mens-jackets, pull-over, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","44837255872761","42741654946041","MERGE","1","10081-730-0012","109.99","","12","0",""
"7617833697529","neptune-103-anorak-jacket","Neptune Anorak","commercial, hi-vis, medium, mens, mens-jackets, pull-over, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","44837255905529","42741654978809","MERGE","2","10081-730-0013","109.99","","6","0",""
"7617833697529","neptune-103-anorak-jacket","Neptune Anorak","commercial, hi-vis, medium, mens, mens-jackets, pull-over, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","44837255938297","42741655011577","MERGE","3","10081-730-0014","109.99","","0","0",""
"7617833697529","neptune-103-anorak-jacket","Neptune Anorak","commercial, hi-vis, medium, mens, mens-jackets, pull-over, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","44837255971065","42741655044345","MERGE","4","10081-730-0015","109.99","","0","0",""
"7617833697529","neptune-103-anorak-jacket","Neptune Anorak","commercial, hi-vis, medium, mens, mens-jackets, pull-over, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","44837256003833","42741655077113","MERGE","5","10081-730-0016","109.99","","1","0",""
"7617833697529","neptune-103-anorak-jacket","Neptune Anorak","commercial, hi-vis, medium, mens, mens-jackets, pull-over, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","44837256036601","42741655109881","MERGE","6","10081-730-0017","109.99","","8","0",""
"7617833697529","neptune-103-anorak-jacket","Neptune Anorak","commercial, hi-vis, medium, mens, mens-jackets, pull-over, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","44837256069369","42741655142649","MERGE","7","10081-730-0018","109.99","","0","0",""
"7617833697529","neptune-103-anorak-jacket","Neptune Anorak","commercial, hi-vis, medium, mens, mens-jackets, pull-over, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","45494766338297","43401541452025","MERGE","8","10081-730-0019","109.99","0.00","0","0",""
"7617833697529","neptune-103-anorak-jacket","Neptune Anorak","commercial, hi-vis, medium, mens, mens-jackets, pull-over, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","45494766993657","43401542107385","MERGE","9","10081-730-0020","109.99","0.00","0","0",""
"7617833697529","neptune-103-anorak-jacket","Neptune Anorak","commercial, hi-vis, medium, mens, mens-jackets, pull-over, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","44837256167673","42741655240953","MERGE","10","10081-800-0012","109.99","","2","0",""
"7617833697529","neptune-103-anorak-jacket","Neptune Anorak","commercial, hi-vis, medium, mens, mens-jackets, pull-over, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","44837256200441","42741655273721","MERGE","11","10081-800-0013","109.99","","12","0",""
"7617833697529","neptune-103-anorak-jacket","Neptune Anorak","commercial, hi-vis, medium, mens, mens-jackets, pull-over, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","44837256233209","42741655306489","MERGE","12","10081-800-0014","109.99","","0","0",""
"7617833697529","neptune-103-anorak-jacket","Neptune Anorak","commercial, hi-vis, medium, mens, mens-jackets, pull-over, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","44837256265977","42741655339257","MERGE","13","10081-800-0015","109.99","","0","0",""
"7617833697529","neptune-103-anorak-jacket","Neptune Anorak","commercial, hi-vis, medium, mens, mens-jackets, pull-over, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","44837256298745","42741655372025","MERGE","14","10081-800-0016","109.99","","0","0",""
"7617833697529","neptune-103-anorak-jacket","Neptune Anorak","commercial, hi-vis, medium, mens, mens-jackets, pull-over, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","44837256331513","42741655404793","MERGE","15","10081-800-0017","109.99","","3","0",""
"7617833697529","neptune-103-anorak-jacket","Neptune Anorak","commercial, hi-vis, medium, mens, mens-jackets, pull-over, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","44837256364281","42741655437561","MERGE","16","10081-800-0018","109.99","","11","0",""
"7617833697529","neptune-103-anorak-jacket","Neptune Anorak","commercial, hi-vis, medium, mens, mens-jackets, pull-over, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","44837256397049","42741655470329","MERGE","17","10081-800-0019","109.99","","2","0",""
"7617833697529","neptune-103-anorak-jacket","Neptune Anorak","commercial, hi-vis, medium, mens, mens-jackets, pull-over, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","44837256429817","42741655503097","MERGE","18","10081-800-0020","109.99","","6","0",""
"7617835761913","new-deck-boss-boot","Deck-Boss 15"" Fishing Boot","commercial, Made In USA, tag__new_Made In USA","REPLACE","44837293490425","42741692563705","MERGE","1","60003-020-1008","149.99","","0","0",""
"7617835761913","new-deck-boss-boot","Deck-Boss 15"" Fishing Boot","commercial, Made In USA, tag__new_Made In USA","REPLACE","44837293523193","42741692596473","MERGE","2","60003-020-1009","149.99","","2","0",""
"7617835761913","new-deck-boss-boot","Deck-Boss 15"" Fishing Boot","commercial, Made In USA, tag__new_Made In USA","REPLACE","44837293555961","42741692629241","MERGE","3","60003-020-1010","149.99","","0","0",""
"7617835761913","new-deck-boss-boot","Deck-Boss 15"" Fishing Boot","commercial, Made In USA, tag__new_Made In USA","REPLACE","44837293588729","42741692662009","MERGE","4","60003-020-1011","149.99","","-1","0",""
"7617835761913","new-deck-boss-boot","Deck-Boss 15"" Fishing Boot","commercial, Made In USA, tag__new_Made In USA","REPLACE","44837293621497","42741692694777","MERGE","5","60003-020-1012","149.99","","0","0",""
"7617835761913","new-deck-boss-boot","Deck-Boss 15"" Fishing Boot","commercial, Made In USA, tag__new_Made In USA","REPLACE","44837293654265","42741692727545","MERGE","6","60003-020-1013","149.99","","4","0",""
"7617835761913","new-deck-boss-boot","Deck-Boss 15"" Fishing Boot","commercial, Made In USA, tag__new_Made In USA","REPLACE","44837293687033","42741692760313","MERGE","7","60003-020-1014","149.99","","0","0",""
"7617835761913","new-deck-boss-boot","Deck-Boss 15"" Fishing Boot","commercial, Made In USA, tag__new_Made In USA","REPLACE","44837293719801","42741692793081","MERGE","8","60003-020-1015","149.99","","0","0",""
"7617836318969","womens-neptune-bib","Women's Neptune Bib","Hold","REPLACE","44837300273401","42741699346681","MERGE","1","10133-001-0012","109.99","","0","0",""
"7617836318969","womens-neptune-bib","Women's Neptune Bib","Hold","REPLACE","44837300306169","42741699379449","MERGE","2","10133-001-0013","109.99","","0","0",""
"7617836318969","womens-neptune-bib","Women's Neptune Bib","Hold","REPLACE","44837300338937","42741699412217","MERGE","3","10133-001-0014","109.99","","0","0",""
"7617836318969","womens-neptune-bib","Women's Neptune Bib","Hold","REPLACE","44837300371705","42741699444985","MERGE","4","10133-001-0015","109.99","","0","0",""
"7617836318969","womens-neptune-bib","Women's Neptune Bib","Hold","REPLACE","44837300404473","42741699477753","MERGE","5","10133-001-0016","109.99","","0","0",""
"7617836318969","womens-neptune-bib","Women's Neptune Bib","Hold","REPLACE","44837300437241","42741699510521","MERGE","6","10133-001-0017","109.99","","4","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","44837260886265","42741659697401","MERGE","1","10075-001-0012","109.99","","31","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","44837260919033","42741659730169","MERGE","2","10075-001-0013","109.99","","52","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","44837260951801","42741659762937","MERGE","3","10075-001-0014","109.99","","21","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","44837260984569","42741659795705","MERGE","4","10075-001-0015","109.99","","22","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","44837261017337","42741659828473","MERGE","5","10075-001-0016","109.99","","50","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","44837261050105","42741659894009","MERGE","6","10075-001-0017","109.99","","12","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","44837261082873","42741659959545","MERGE","7","10075-001-0018","109.99","","0","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","44837261115641","42741660025081","MERGE","8","10075-001-0019","109.99","","0","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","44837261148409","42741660090617","MERGE","9","10075-001-0020","109.99","","10","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","44837261181177","42741660156153","MERGE","10","10075-300-0012","109.99","","11","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","44837261213945","42741660188921","MERGE","11","10075-300-0013","109.99","","2","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","44837261246713","42741660221689","MERGE","12","10075-300-0014","109.99","","0","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","44837261279481","42741660254457","MERGE","13","10075-300-0015","109.99","","2","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","44837261312249","42741660287225","MERGE","14","10075-300-0016","109.99","","40","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","44837261345017","42741660319993","MERGE","15","10075-300-0017","109.99","","0","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","44837261377785","42741660385529","MERGE","16","10075-300-0018","109.99","","9","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","45292787958009","43198610211065","MERGE","17","10075-300-0019","109.99","0.00","0","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","45292788449529","43198610702585","MERGE","18","10075-300-0020","109.99","0.00","0","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","44837261771001","42741660844281","MERGE","19","10075-800-0012","109.99","","4","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","44837261803769","42741660877049","MERGE","20","10075-800-0013","109.99","","14","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","44837261836537","42741660909817","MERGE","21","10075-800-0014","109.99","","6","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","44837261869305","42741660942585","MERGE","22","10075-800-0015","109.99","","11","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","44837261902073","42741660975353","MERGE","23","10075-800-0016","109.99","","0","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","44837261934841","42741661008121","MERGE","24","10075-800-0017","109.99","","1","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","44837261967609","42741661040889","MERGE","25","10075-800-0018","109.99","","0","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","45292783894777","43198606147833","MERGE","26","10075-800-0019","109.99","0.00","0","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","45292785107193","43198607360249","MERGE","27","10075-800-0020","109.99","0.00","0","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","44837261476089","42741660483833","MERGE","28","10075-730-0012","109.99","","1","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","44837261508857","42741660516601","MERGE","29","10075-730-0013","109.99","","34","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","44837261541625","42741660549369","MERGE","30","10075-730-0014","109.99","","20","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","44837261574393","42741660614905","MERGE","31","10075-730-0015","109.99","","16","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","44837261607161","42741660647673","MERGE","32","10075-730-0016","109.99","","12","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","44837261639929","42741660680441","MERGE","33","10075-730-0017","109.99","","0","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","44837261672697","42741660713209","MERGE","34","10075-730-0018","109.99","","0","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","45292781633785","43198603886841","MERGE","35","10075-730-0019","109.99","0.00","0","0",""
"7617833894137","neptune-509-bib-pant","Neptune Bib","","REPLACE","45292782747897","43198605000953","MERGE","36","10075-730-0020","109.99","0.00","0","0",""
"7617833992441","neptune-219-waist-pant","Neptune Pant","","REPLACE","44837264163065","42741663170809","MERGE","1","10078-001-0012","109.99","","9","0",""
"7617833992441","neptune-219-waist-pant","Neptune Pant","","REPLACE","44837264195833","42741663203577","MERGE","2","10078-001-0013","109.99","","0","0",""
"7617833992441","neptune-219-waist-pant","Neptune Pant","","REPLACE","44837264228601","42741663236345","MERGE","3","10078-001-0014","109.99","","17","0",""
"7617833992441","neptune-219-waist-pant","Neptune Pant","","REPLACE","44837264261369","42741663269113","MERGE","4","10078-001-0015","109.99","","19","0",""
"7617833992441","neptune-219-waist-pant","Neptune Pant","","REPLACE","44837264294137","42741663334649","MERGE","5","10078-001-0016","109.99","","4","0",""
"7617833992441","neptune-219-waist-pant","Neptune Pant","","REPLACE","44837264326905","42741663367417","MERGE","6","10078-001-0017","109.99","","4","0",""
"7617833992441","neptune-219-waist-pant","Neptune Pant","","REPLACE","44837264359673","42741663400185","MERGE","7","10078-001-0018","109.99","","0","0",""
"7617833992441","neptune-219-waist-pant","Neptune Pant","","REPLACE","45525913174265","43432584577273","MERGE","8","10078-001-0019","109.99","0.00","0","0",""
"7617833992441","neptune-219-waist-pant","Neptune Pant","","REPLACE","44837264425209","42741663465721","MERGE","9","10078-001-0020","109.99","0.00","0","0",""
"7617833992441","neptune-219-waist-pant","Neptune Pant","","REPLACE","45151915933945","43056114303225","MERGE","10","10078-204-0012","119.99","0.00","6","0",""
"7617833992441","neptune-219-waist-pant","Neptune Pant","","REPLACE","45151915966713","43056114335993","MERGE","11","10078-204-0013","119.99","0.00","0","0",""
