"ID","Handle","Title","Tags","Tags Command","Variant Inventory Item ID","Variant ID","Variant Command","Variant Position","Variant SKU","Variant Price","Variant Compare At Price","Variant Inventory Qty","Variant Inventory Adjust","Variant Metafield: custom.contains_pfas [boolean]"
"7617840546041","grundies-lightweight-bottom","Grundies Lightweight Bottom","","REPLACE","44837354111225","42741753184505","MERGE","1","30006-025-0013","39.99","","2","0",""
"7617840546041","grundies-lightweight-bottom","Grundies Lightweight Bottom","","REPLACE","44837354143993","42741753217273","MERGE","2","30006-025-0014","39.99","","20","0",""
"7617840546041","grundies-lightweight-bottom","Grundies Lightweight Bottom","","REPLACE","44837354176761","42741753250041","MERGE","3","30006-025-0015","39.99","","4","0",""
"7617840546041","grundies-lightweight-bottom","Grundies Lightweight Bottom","","REPLACE","44837354209529","42741753282809","MERGE","4","30006-025-0016","39.99","","7","0",""
"7617840546041","grundies-lightweight-bottom","Grundies Lightweight Bottom","","REPLACE","44837354242297","42741753315577","MERGE","5","30006-025-0017","39.99","","2","0",""
"7617840546041","grundies-lightweight-bottom","Grundies Lightweight Bottom","","REPLACE","44837354275065","42741753348345","MERGE","6","30006-025-0018","39.99","","0","0",""
"7617840480505","grundies-thermal-1-4-zip-top","Grundies Thermal 1/4 Zip Top","base-layer, mens, Sale, Sale 2, tag__hot_Sale","REPLACE","44837353750777","42741752824057","MERGE","1","20022-025-0013","51.99","69.99","16","0",""
"7617840480505","grundies-thermal-1-4-zip-top","Grundies Thermal 1/4 Zip Top","base-layer, mens, Sale, Sale 2, tag__hot_Sale","REPLACE","44837353783545","42741752856825","MERGE","2","20022-025-0014","51.99","69.99","0","0",""
"7617840480505","grundies-thermal-1-4-zip-top","Grundies Thermal 1/4 Zip Top","base-layer, mens, Sale, Sale 2, tag__hot_Sale","REPLACE","44837353816313","42741752889593","MERGE","3","20022-025-0015","51.99","69.99","0","0",""
"7617840480505","grundies-thermal-1-4-zip-top","Grundies Thermal 1/4 Zip Top","base-layer, mens, Sale, Sale 2, tag__hot_Sale","REPLACE","44837353849081","42741752922361","MERGE","4","20022-025-0016","51.99","69.99","0","0",""
"7617840480505","grundies-thermal-1-4-zip-top","Grundies Thermal 1/4 Zip Top","base-layer, mens, Sale, Sale 2, tag__hot_Sale","REPLACE","44837353881849","42741752955129","MERGE","5","20022-025-0017","51.99","69.99","0","0",""
"7617840480505","grundies-thermal-1-4-zip-top","Grundies Thermal 1/4 Zip Top","base-layer, mens, Sale, Sale 2, tag__hot_Sale","REPLACE","44837353914617","42741752987897","MERGE","6","20022-025-0018","51.99","69.99","0","0",""
"7617840349433","grundies-lightweight-crew-top","Grundies Lightweight Crew Top","","REPLACE","44837352603897","42741751677177","MERGE","1","30005-025-0013","39.99","","22","0",""
"7617840349433","grundies-lightweight-crew-top","Grundies Lightweight Crew Top","","REPLACE","44837352636665","42741751709945","MERGE","2","30005-025-0014","39.99","","34","0",""
"7617840349433","grundies-lightweight-crew-top","Grundies Lightweight Crew Top","","REPLACE","44837352669433","42741751742713","MERGE","3","30005-025-0015","39.99","","8","0",""
"7617840349433","grundies-lightweight-crew-top","Grundies Lightweight Crew Top","","REPLACE","44837352702201","42741751775481","MERGE","4","30005-025-0016","39.99","","12","0",""
"7617840349433","grundies-lightweight-crew-top","Grundies Lightweight Crew Top","","REPLACE","44837352734969","42741751808249","MERGE","5","30005-025-0017","39.99","","7","0",""
"7617840349433","grundies-lightweight-crew-top","Grundies Lightweight Crew Top","","REPLACE","44837352767737","42741751841017","MERGE","6","30005-025-0018","39.99","","13","0",""
"7617839923449","gaff-11-short","Gaff 11"" Short","","REPLACE","44837347852537","42741746925817","MERGE","1","40062-024-5030","79.99","","0","0",""
"7617839923449","gaff-11-short","Gaff 11"" Short","","REPLACE","44837347885305","42741746958585","MERGE","2","40062-024-5032","79.99","","0","0",""
"7617839923449","gaff-11-short","Gaff 11"" Short","","REPLACE","44837347918073","42741746991353","MERGE","3","40062-024-5034","79.99","","0","0",""
"7617839923449","gaff-11-short","Gaff 11"" Short","","REPLACE","44837347950841","42741747024121","MERGE","4","40062-024-5036","79.99","","0","0",""
"7617839923449","gaff-11-short","Gaff 11"" Short","","REPLACE","44837347983609","42741747056889","MERGE","5","40062-024-5038","79.99","","0","0",""
"7617839923449","gaff-11-short","Gaff 11"" Short","","REPLACE","44837348016377","42741747089657","MERGE","6","40062-024-5040","79.99","","9","0",""
"7617839923449","gaff-11-short","Gaff 11"" Short","","REPLACE","44837348049145","42741747122425","MERGE","7","40062-024-5042","79.99","","0","0",""
"7617843429625","grundens-tote-bag","Grundéns Tote Bag","","REPLACE","46094598734073","43998154981625","MERGE","1","70099-001-0001","59.99","","0","0",""
"7617843429625","grundens-tote-bag","Grundéns Tote Bag","","REPLACE","46094598766841","43998155014393","MERGE","2","70099-800-0001","59.99","","0","0",""
"7617840677113","grundies-thermal-bottom","Grundies Thermal Bottom","","REPLACE","44837354766585","42741753839865","MERGE","1","20023-025-0013","51.99","69.99","18","0",""
"7617840677113","grundies-thermal-bottom","Grundies Thermal Bottom","","REPLACE","44837354799353","42741753872633","MERGE","2","20023-025-0014","69.99","","0","0",""
"7617840677113","grundies-thermal-bottom","Grundies Thermal Bottom","","REPLACE","44837354832121","42741753905401","MERGE","3","20023-025-0015","51.99","69.99","0","0",""
"7617840677113","grundies-thermal-bottom","Grundies Thermal Bottom","","REPLACE","44837354864889","42741753938169","MERGE","4","20023-025-0016","51.99","69.99","0","0",""
"7617840677113","grundies-thermal-bottom","Grundies Thermal Bottom","","REPLACE","44837354897657","42741753970937","MERGE","5","20023-025-0017","51.99","69.99","40","0",""
"7617840677113","grundies-thermal-bottom","Grundies Thermal Bottom","","REPLACE","44837354930425","42741754003705","MERGE","6","20023-025-0018","51.99","69.99","29","0",""
"7617841103097","full-share-pant","Full Share Pant","commercial, mens, mens-pants, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","44837360959737","42741760033017","MERGE","1","10331-001-0012","149.99","","1","0",""
"7617841103097","full-share-pant","Full Share Pant","commercial, mens, mens-pants, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","44837360992505","42741760065785","MERGE","2","10331-001-0013","149.99","","4","0",""
"7617841103097","full-share-pant","Full Share Pant","commercial, mens, mens-pants, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","44837361025273","42741760098553","MERGE","3","10331-001-0014","149.99","","12","0",""
"7617841103097","full-share-pant","Full Share Pant","commercial, mens, mens-pants, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","44837361058041","42741760131321","MERGE","4","10331-001-0015","149.99","","22","0",""
"7617841103097","full-share-pant","Full Share Pant","commercial, mens, mens-pants, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","44837361090809","42741760164089","MERGE","5","10331-001-0016","149.99","","6","0",""
"7617841103097","full-share-pant","Full Share Pant","commercial, mens, mens-pants, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","44837361123577","42741760196857","MERGE","6","10331-001-0017","149.99","","9","0",""
"7617841103097","full-share-pant","Full Share Pant","commercial, mens, mens-pants, Sale, Sale 2, sport, tag__hot_Sale, waterproof","REPLACE","44837361156345","42741760229625","MERGE","7","10331-001-0018","149.99","","2","0",""
"7617845133561","forecast-insulated-vest","Forecast Insulated Vest","","REPLACE","44837407883513","42741806956793","MERGE","1","20025-307-0013","58.99","124.99","0","0",""
"7617845133561","forecast-insulated-vest","Forecast Insulated Vest","","REPLACE","44837407916281","42741806989561","MERGE","2","20025-307-0014","58.99","124.99","0","0",""
"7617845133561","forecast-insulated-vest","Forecast Insulated Vest","","REPLACE","44837407949049","42741807022329","MERGE","3","20025-307-0015","58.99","124.99","0","0",""
"7617845133561","forecast-insulated-vest","Forecast Insulated Vest","","REPLACE","44837407981817","42741807055097","MERGE","4","20025-307-0016","58.99","124.99","0","0",""
"7617845133561","forecast-insulated-vest","Forecast Insulated Vest","","REPLACE","44837408014585","42741807087865","MERGE","5","20025-307-0017","58.99","124.99","0","0",""
"7617845133561","forecast-insulated-vest","Forecast Insulated Vest","","REPLACE","44837408047353","42741807120633","MERGE","6","20025-307-0018","58.99","124.99","0","0",""
"7617845362937","circe-capri","Circe Capri","leggings, Sale, Sale 2, tag__hot_Sale, womens, womens-pants","REPLACE","44837410832633","42741809905913","MERGE","1","40075-025-0012","49.99","89.99","132","0",""
"7617845362937","circe-capri","Circe Capri","leggings, Sale, Sale 2, tag__hot_Sale, womens, womens-pants","REPLACE","44837410865401","42741809938681","MERGE","2","40075-025-0013","49.99","89.99","245","0",""
"7617845362937","circe-capri","Circe Capri","leggings, Sale, Sale 2, tag__hot_Sale, womens, womens-pants","REPLACE","44837410898169","42741809971449","MERGE","3","40075-025-0014","49.99","89.99","255","0",""
"7617845362937","circe-capri","Circe Capri","leggings, Sale, Sale 2, tag__hot_Sale, womens, womens-pants","REPLACE","44837410930937","42741810004217","MERGE","4","40075-025-0015","49.99","89.99","155","0",""
"7617845362937","circe-capri","Circe Capri","leggings, Sale, Sale 2, tag__hot_Sale, womens, womens-pants","REPLACE","44837410963705","42741810036985","MERGE","5","40075-025-0016","49.99","89.99","112","0",""
"7617845362937","circe-capri","Circe Capri","leggings, Sale, Sale 2, tag__hot_Sale, womens, womens-pants","REPLACE","44837410603257","42741809676537","MERGE","6","40075-025-0017","49.99","89.99","44","0",""
"7617843462393","12-deck-boot","12"" Deck Boot","New Colors, tag__new_New Colors","REPLACE","48259817079033","46175333089529","MERGE","1","60014-908-1008","144.99","","13","0",""
"7617843462393","12-deck-boot","12"" Deck Boot","New Colors, tag__new_New Colors","REPLACE","48259817111801","46175333122297","MERGE","2","60014-908-1009","144.99","","23","0",""
"7617843462393","12-deck-boot","12"" Deck Boot","New Colors, tag__new_New Colors","REPLACE","48259817144569","46175333155065","MERGE","3","60014-908-1010","144.99","","23","0",""
"7617843462393","12-deck-boot","12"" Deck Boot","New Colors, tag__new_New Colors","REPLACE","48259817177337","46175333187833","MERGE","4","60014-908-1011","144.99","","23","0",""
"7617843462393","12-deck-boot","12"" Deck Boot","New Colors, tag__new_New Colors","REPLACE","48259817210105","46175333220601","MERGE","5","60014-908-1012","144.99","","30","0",""
"7617843462393","12-deck-boot","12"" Deck Boot","New Colors, tag__new_New Colors","REPLACE","48259817242873","46175333253369","MERGE","6","60014-908-1013","144.99","","33","0",""
"7617843462393","12-deck-boot","12"" Deck Boot","New Colors, tag__new_New Colors","REPLACE","48259817275641","46175333286137","MERGE","7","60014-908-1014","144.99","","2","0",""
"7617843462393","12-deck-boot","12"" Deck Boot","New Colors, tag__new_New Colors","REPLACE","44837381701881","42741780775161","MERGE","8","60014-030-1008","144.99","","2","0",""
"7617843462393","12-deck-boot","12"" Deck Boot","New Colors, tag__new_New Colors","REPLACE","44837381734649","42741780807929","MERGE","9","60014-030-1009","144.99","","3","0",""
"7617843462393","12-deck-boot","12"" Deck Boot","New Colors, tag__new_New Colors","REPLACE","44837381767417","42741780840697","MERGE","10","60014-030-1010","144.99","","7","0",""
"7617843462393","12-deck-boot","12"" Deck Boot","New Colors, tag__new_New Colors","REPLACE","44837381800185","42741780873465","MERGE","11","60014-030-1011","144.99","","8","0",""
"7617843462393","12-deck-boot","12"" Deck Boot","New Colors, tag__new_New Colors","REPLACE","44837381832953","42741780906233","MERGE","12","60014-030-1012","144.99","","2","0",""
"7617843462393","12-deck-boot","12"" Deck Boot","New Colors, tag__new_New Colors","REPLACE","44837381865721","42741780939001","MERGE","13","60014-030-1013","144.99","","0","0",""
"7617843462393","12-deck-boot","12"" Deck Boot","New Colors, tag__new_New Colors","REPLACE","44837381898489","42741780971769","MERGE","14","60014-030-1014","144.99","","1","0",""
"7617843462393","12-deck-boot","12"" Deck Boot","New Colors, tag__new_New Colors","REPLACE","44837381406969","42741780480249","MERGE","15","60014-100-1008","144.99","","5","0",""
"7617843462393","12-deck-boot","12"" Deck Boot","New Colors, tag__new_New Colors","REPLACE","44837381439737","42741780513017","MERGE","16","60014-100-1009","144.99","","5","0",""
"7617843462393","12-deck-boot","12"" Deck Boot","New Colors, tag__new_New Colors","REPLACE","44837381243129","42741780316409","MERGE","17","60014-100-1010","144.99","","3","0",""
"7617843462393","12-deck-boot","12"" Deck Boot","New Colors, tag__new_New Colors","REPLACE","44837381275897","42741780349177","MERGE","18","60014-100-1011","144.99","","0","0",""
"7617843462393","12-deck-boot","12"" Deck Boot","New Colors, tag__new_New Colors","REPLACE","44837381308665","42741780381945","MERGE","19","60014-100-1012","144.99","","0","0",""
"7617843462393","12-deck-boot","12"" Deck Boot","New Colors, tag__new_New Colors","REPLACE","44837381341433","42741780414713","MERGE","20","60014-100-1013","144.99","","0","0",""
"7617843462393","12-deck-boot","12"" Deck Boot","New Colors, tag__new_New Colors","REPLACE","44837381374201","42741780447481","MERGE","21","60014-100-1014","144.99","","0","0",""
"7617846870265","grundens-dog-leash","Grundéns Dog Leash","","REPLACE","44837423841529","42741822914809","MERGE","1","60035-001-0001","19.99","25.99","0","0",""
"7617846935801","grundens-dog-collar","Grundéns Dog Collar","","REPLACE","44837424627961","42741823701241","MERGE","1","60034-001-0013","14.99","19.99","574","0",""
"7617846935801","grundens-dog-collar","Grundéns Dog Collar","","REPLACE","44837424660729","42741823734009","MERGE","2","60034-001-0014","14.99","19.99","0","0",""
"7617846935801","grundens-dog-collar","Grundéns Dog Collar","","REPLACE","44837424693497","42741823766777","MERGE","3","60034-001-0015","14.99","19.99","13","0",""
"7617846444281","freeboard-leather-chukka","Freeboard Leather Chukka","footwear, mens, Sale, Sale 2, shoes, tag__hot_Sale","REPLACE","44837420007673","42741819080953","MERGE","1","60016-025-1008","49.99","139.99","0","0",""
"7617846444281","freeboard-leather-chukka","Freeboard Leather Chukka","footwear, mens, Sale, Sale 2, shoes, tag__hot_Sale","REPLACE","44837420040441","42741819113721","MERGE","2","60016-025-1009","49.99","139.99","0","0",""
"7617846444281","freeboard-leather-chukka","Freeboard Leather Chukka","footwear, mens, Sale, Sale 2, shoes, tag__hot_Sale","REPLACE","44837420073209","42741819146489","MERGE","3","60016-025-1010","49.99","139.99","0","0",""
"7617846444281","freeboard-leather-chukka","Freeboard Leather Chukka","footwear, mens, Sale, Sale 2, shoes, tag__hot_Sale","REPLACE","44837420105977","42741819179257","MERGE","4","60016-025-1011","49.99","139.99","0","0",""
"7617846444281","freeboard-leather-chukka","Freeboard Leather Chukka","footwear, mens, Sale, Sale 2, shoes, tag__hot_Sale","REPLACE","44837420138745","42741819212025","MERGE","5","60016-025-1012","49.99","139.99","0","0",""
"7617846444281","freeboard-leather-chukka","Freeboard Leather Chukka","footwear, mens, Sale, Sale 2, shoes, tag__hot_Sale","REPLACE","44837420171513","42741819244793","MERGE","6","60016-025-1013","49.99","139.99","0","0",""
"7617846444281","freeboard-leather-chukka","Freeboard Leather Chukka","footwear, mens, Sale, Sale 2, shoes, tag__hot_Sale","REPLACE","44837420204281","42741819277561","MERGE","7","60016-025-1014","49.99","139.99","0","0",""
"7617846444281","freeboard-leather-chukka","Freeboard Leather Chukka","footwear, mens, Sale, Sale 2, shoes, tag__hot_Sale","REPLACE","44837419778297","42741818851577","MERGE","8","60016-205-1008","49.99","139.99","0","0",""
"7617846444281","freeboard-leather-chukka","Freeboard Leather Chukka","footwear, mens, Sale, Sale 2, shoes, tag__hot_Sale","REPLACE","44837419811065","42741818884345","MERGE","9","60016-205-1009","49.99","139.99","0","0",""
"7617846444281","freeboard-leather-chukka","Freeboard Leather Chukka","footwear, mens, Sale, Sale 2, shoes, tag__hot_Sale","REPLACE","44837419843833","42741818917113","MERGE","10","60016-205-1010","49.99","139.99","0","0",""
"7617846444281","freeboard-leather-chukka","Freeboard Leather Chukka","footwear, mens, Sale, Sale 2, shoes, tag__hot_Sale","REPLACE","44837419876601","42741818949881","MERGE","11","60016-205-1011","49.99","139.99","0","0",""
"7617846444281","freeboard-leather-chukka","Freeboard Leather Chukka","footwear, mens, Sale, Sale 2, shoes, tag__hot_Sale","REPLACE","44837419909369","42741818982649","MERGE","12","60016-205-1012","49.99","139.99","0","0",""
"7617846444281","freeboard-leather-chukka","Freeboard Leather Chukka","footwear, mens, Sale, Sale 2, shoes, tag__hot_Sale","REPLACE","44837419942137","42741819015417","MERGE","13","60016-205-1013","49.99","139.99","0","0",""
"7617846444281","freeboard-leather-chukka","Freeboard Leather Chukka","footwear, mens, Sale, Sale 2, shoes, tag__hot_Sale","REPLACE","44837419974905","42741819048185","MERGE","14","60016-205-1014","49.99","139.99","0","0",""
"7617845395705","womens-solstrale-hoodie","Women's Solstrale Hoodie","","REPLACE","44837410996473","42741810069753","MERGE","1","40074-416-0012","29.99","49.99","0","0",""
"7617845395705","womens-solstrale-hoodie","Women's Solstrale Hoodie","","REPLACE","44837411029241","42741810102521","MERGE","2","40074-416-0013","29.99","49.99","0","0",""
"7617845395705","womens-solstrale-hoodie","Women's Solstrale Hoodie","","REPLACE","44837411062009","42741810135289","MERGE","3","40074-416-0014","29.99","59.99","82","0",""
"7617845395705","womens-solstrale-hoodie","Women's Solstrale Hoodie","","REPLACE","44837411094777","42741810168057","MERGE","4","40074-416-0015","29.99","59.99","77","0",""
"7617845395705","womens-solstrale-hoodie","Women's Solstrale Hoodie","","REPLACE","44837411127545","42741810200825","MERGE","5","40074-416-0016","29.99","59.99","50","0",""
"7617845395705","womens-solstrale-hoodie","Women's Solstrale Hoodie","","REPLACE","44837411160313","42741810233593","MERGE","6","40074-416-0017","29.99","59.99","0","0",""
"7617845395705","womens-solstrale-hoodie","Women's Solstrale Hoodie","","REPLACE","44837411389689","42741810462969","MERGE","7","40074-652-0012","29.99","59.99","0","0",""
"7617845395705","womens-solstrale-hoodie","Women's Solstrale Hoodie","","REPLACE","44837411422457","42741810495737","MERGE","8","40074-652-0013","29.99","59.99","0","0",""
"7617845395705","womens-solstrale-hoodie","Women's Solstrale Hoodie","","REPLACE","44837411455225","42741810528505","MERGE","9","40074-652-0014","29.99","59.99","259","0",""
"7617845395705","womens-solstrale-hoodie","Women's Solstrale Hoodie","","REPLACE","44837411487993","42741810561273","MERGE","10","40074-652-0015","29.99","59.99","234","0",""
"7617845395705","womens-solstrale-hoodie","Women's Solstrale Hoodie","","REPLACE","44837411520761","42741810594041","MERGE","11","40074-652-0016","29.99","59.99","165","0",""
"7617845395705","womens-solstrale-hoodie","Women's Solstrale Hoodie","","REPLACE","44837411553529","42741810626809","MERGE","12","40074-652-0017","29.99","59.99","0","0",""
"7617845395705","womens-solstrale-hoodie","Women's Solstrale Hoodie","","REPLACE","44837411193081","42741810266361","MERGE","13","40074-022-0012","29.99","59.99","0","0",""
"7617845395705","womens-solstrale-hoodie","Women's Solstrale Hoodie","","REPLACE","44837411225849","42741810299129","MERGE","14","40074-022-0013","29.99","59.99","0","0",""
"7617845395705","womens-solstrale-hoodie","Women's Solstrale Hoodie","","REPLACE","44837411258617","42741810331897","MERGE","15","40074-022-0014","29.99","59.99","0","0",""
"7617845395705","womens-solstrale-hoodie","Women's Solstrale Hoodie","","REPLACE","44837411291385","42741810364665","MERGE","16","40074-022-0015","29.99","59.99","0","0",""
"7617845395705","womens-solstrale-hoodie","Women's Solstrale Hoodie","","REPLACE","44837411324153","42741810397433","MERGE","17","40074-022-0016","29.99","59.99","16","0",""
"7617845395705","womens-solstrale-hoodie","Women's Solstrale Hoodie","","REPLACE","44837411356921","42741810430201","MERGE","18","40074-022-0017","29.99","59.99","0","0",""
"7617843691769","6-deviation-ankle-boot","Deviation 6"" Ankle Boot","","REPLACE","49186715336953","47099739537657","MERGE","1","60015-245-1008","149.99","","0","0",""
"7617843691769","6-deviation-ankle-boot","Deviation 6"" Ankle Boot","","REPLACE","49186715369721","47099739570425","MERGE","2","60015-245-1009","149.99","","0","0",""
"7617843691769","6-deviation-ankle-boot","Deviation 6"" Ankle Boot","","REPLACE","49186715402489","47099739603193","MERGE","3","60015-245-1010","149.99","","2","0",""
"7617843691769","6-deviation-ankle-boot","Deviation 6"" Ankle Boot","","REPLACE","49186715435257","47099739635961","MERGE","4","60015-245-1011","149.99","","-1","0",""
"7617843691769","6-deviation-ankle-boot","Deviation 6"" Ankle Boot","","REPLACE","49186715468025","47099739668729","MERGE","5","60015-245-1012","149.99","","0","0",""
"7617843691769","6-deviation-ankle-boot","Deviation 6"" Ankle Boot","","REPLACE","49186715500793","47099739701497","MERGE","6","60015-245-1013","149.99","","0","0",""
"7617843691769","6-deviation-ankle-boot","Deviation 6"" Ankle Boot","","REPLACE","49186715533561","47099739734265","MERGE","7","60015-245-1014","149.99","","0","0",""
"7617843691769","6-deviation-ankle-boot","Deviation 6"" Ankle Boot","","REPLACE","44837383536889","42741782610169","MERGE","8","60015-025-1008","144.99","","0","0",""
"7617843691769","6-deviation-ankle-boot","Deviation 6"" Ankle Boot","","REPLACE","44837383569657","42741782642937","MERGE","9","60015-025-1009","144.99","","0","0",""
"7617843691769","6-deviation-ankle-boot","Deviation 6"" Ankle Boot","","REPLACE","44837383602425","42741782675705","MERGE","10","60015-025-1010","144.99","","1","0",""
"7617843691769","6-deviation-ankle-boot","Deviation 6"" Ankle Boot","","REPLACE","44837383635193","42741782708473","MERGE","11","60015-025-1011","144.99","","0","0",""
"7617843691769","6-deviation-ankle-boot","Deviation 6"" Ankle Boot","","REPLACE","44837383667961","42741782741241","MERGE","12","60015-025-1012","144.99","","0","0",""
"7617843691769","6-deviation-ankle-boot","Deviation 6"" Ankle Boot","","REPLACE","44837383700729","42741782774009","MERGE","13","60015-025-1013","144.99","","0","0",""
"7617843691769","6-deviation-ankle-boot","Deviation 6"" Ankle Boot","","REPLACE","44837383733497","42741782806777","MERGE","14","60015-025-1014","144.99","","9","0",""
"7617843691769","6-deviation-ankle-boot","Deviation 6"" Ankle Boot","","REPLACE","44837382619385","42741781692665","MERGE","15","60015-200-1008","144.99","","0","0",""
"7617843691769","6-deviation-ankle-boot","Deviation 6"" Ankle Boot","","REPLACE","44837382652153","42741781725433","MERGE","16","60015-200-1009","144.99","","1","0",""
"7617843691769","6-deviation-ankle-boot","Deviation 6"" Ankle Boot","","REPLACE","44837382684921","42741781758201","MERGE","17","60015-200-1010","144.99","","0","0",""
"7617843691769","6-deviation-ankle-boot","Deviation 6"" Ankle Boot","","REPLACE","44837382717689","42741781790969","MERGE","18","60015-200-1011","144.99","","0","0",""
"7617843691769","6-deviation-ankle-boot","Deviation 6"" Ankle Boot","","REPLACE","44837382750457","42741781823737","MERGE","19","60015-200-1012","144.99","","0","0",""
"7617843691769","6-deviation-ankle-boot","Deviation 6"" Ankle Boot","","REPLACE","44837382783225","42741781856505","MERGE","20","60015-200-1013","144.99","","0","0",""
"7617843691769","6-deviation-ankle-boot","Deviation 6"" Ankle Boot","","REPLACE","44837382815993","42741781889273","MERGE","21","60015-200-1014","144.99","","0","0",""
"7617843691769","6-deviation-ankle-boot","Deviation 6"" Ankle Boot","","REPLACE","47481191694585","45394799689977","MERGE","22","60015-912-1008","144.99","","0","0",""
"7617843691769","6-deviation-ankle-boot","Deviation 6"" Ankle Boot","","REPLACE","47481191727353","45394799722745","MERGE","23","60015-912-1009","144.99","","1","0",""
"7617843691769","6-deviation-ankle-boot","Deviation 6"" Ankle Boot","","REPLACE","47481191760121","45394799755513","MERGE","24","60015-912-1010","144.99","","1","0",""
"7617843691769","6-deviation-ankle-boot","Deviation 6"" Ankle Boot","","REPLACE","47481191792889","45394799788281","MERGE","25","60015-912-1011","144.99","","0","0",""
"7617843691769","6-deviation-ankle-boot","Deviation 6"" Ankle Boot","","REPLACE","47481191825657","45394799821049","MERGE","26","60015-912-1012","144.99","","0","0",""
"7617843691769","6-deviation-ankle-boot","Deviation 6"" Ankle Boot","","REPLACE","47481191858425","45394799853817","MERGE","27","60015-912-1013","144.99","","6","0",""
"7617843691769","6-deviation-ankle-boot","Deviation 6"" Ankle Boot","","REPLACE","47481191891193","45394799886585","MERGE","28","60015-912-1014","144.99","","1","0",""
"7617846968569","trident-pant","Trident Pant","","REPLACE","44837424726265","42741823799545","MERGE","1","10360-025-0013","115.99","","0","0",""
"7617846968569","trident-pant","Trident Pant","","REPLACE","44837424759033","42741823832313","MERGE","2","10360-025-0014","115.99","","5","0",""
"7617846968569","trident-pant","Trident Pant","","REPLACE","44837424791801","42741823865081","MERGE","3","10360-025-0015","115.99","","7","0",""
"7617846968569","trident-pant","Trident Pant","","REPLACE","44837424824569","42741823897849","MERGE","4","10360-025-0016","115.99","","11","0",""
"7617846968569","trident-pant","Trident Pant","","REPLACE","44837424857337","42741823930617","MERGE","5","10360-025-0017","115.99","","21","0",""
"7617846968569","trident-pant","Trident Pant","","REPLACE","44837424890105","42741823963385","MERGE","6","10360-025-0018","115.99","","2","0",""
"7617847558393","new-solstrale-hoodie","Solstrale Hoodie","","REPLACE","47142733611257","45046239691001","MERGE","1","40079-914-0013","34.99","59.99","0","0",""
"7617847558393","new-solstrale-hoodie","Solstrale Hoodie","","REPLACE","47142733644025","45046239723769","MERGE","2","40079-914-0014","34.99","59.99","0","0",""
"7617847558393","new-solstrale-hoodie","Solstrale Hoodie","","REPLACE","47142733676793","45046239756537","MERGE","3","40079-914-0015","34.99","59.99","0","0",""
"7617847558393","new-solstrale-hoodie","Solstrale Hoodie","","REPLACE","47142733709561","45046239789305","MERGE","4","40079-914-0016","34.99","59.99","0","0",""
"7617847558393","new-solstrale-hoodie","Solstrale Hoodie","","REPLACE","47142733742329","45046239822073","MERGE","5","40079-914-0017","34.99","59.99","0","0",""
"7617847558393","new-solstrale-hoodie","Solstrale Hoodie","","REPLACE","47142733775097","45046239854841","MERGE","6","40079-914-0018","34.99","59.99","0","0",""
"7617847099641","full-share-anorak","Full Share Anorak","mens, mens-jackets","REPLACE","44837425938681","42741825011961","MERGE","1","10358-015-0013","104.99","139.99","61","0",""
"7617847099641","full-share-anorak","Full Share Anorak","mens, mens-jackets","REPLACE","44837425971449","42741825044729","MERGE","2","10358-015-0014","104.99","139.99","0","0",""
"7617847099641","full-share-anorak","Full Share Anorak","mens, mens-jackets","REPLACE","44837426004217","42741825077497","MERGE","3","10358-015-0015","104.99","139.99","0","0",""
"7617847099641","full-share-anorak","Full Share Anorak","mens, mens-jackets","REPLACE","44837426036985","42741825110265","MERGE","4","10358-015-0016","104.99","139.99","0","0",""
"7617847099641","full-share-anorak","Full Share Anorak","mens, mens-jackets","REPLACE","44837426069753","42741825143033","MERGE","5","10358-015-0017","104.99","139.99","0","0",""
"7617847099641","full-share-anorak","Full Share Anorak","mens, mens-jackets","REPLACE","44837426102521","42741825175801","MERGE","6","10358-015-0018","104.99","139.99","0","0",""
"7617847099641","full-share-anorak","Full Share Anorak","mens, mens-jackets","REPLACE","44837426135289","42741825208569","MERGE","7","10358-607-0013","104.99","139.99","13","0",""
"7617847099641","full-share-anorak","Full Share Anorak","mens, mens-jackets","REPLACE","44837426168057","42741825241337","MERGE","8","10358-607-0014","104.99","139.99","46","0",""
"7617847099641","full-share-anorak","Full Share Anorak","mens, mens-jackets","REPLACE","44837426200825","42741825274105","MERGE","9","10358-607-0015","104.99","139.99","94","0",""
"7617847099641","full-share-anorak","Full Share Anorak","mens, mens-jackets","REPLACE","44837426233593","42741825306873","MERGE","10","10358-607-0016","104.99","139.99","39","0",""
"7617847099641","full-share-anorak","Full Share Anorak","mens, mens-jackets","REPLACE","44837426266361","42741825339641","MERGE","11","10358-607-0017","104.99","139.99","26","0",""
"7617847099641","full-share-anorak","Full Share Anorak","mens, mens-jackets","REPLACE","44837426299129","42741825372409","MERGE","12","10358-607-0018","104.99","139.99","1","0",""
"7617847099641","full-share-anorak","Full Share Anorak","mens, mens-jackets","REPLACE","44837426331897","42741825405177","MERGE","13","10358-730-0013","104.99","139.99","191","0",""
